Member_number,Date,itemDescription
2135,15-02-2014,newspapers
2135,15-02-2014,salty snack
2135,25-01-2015,beef
2135,25-01-2015,butter
2135,25-01-2015,cream cheese 
2135,25-01-2015,whole milk
2136,10-02-2015,bottled beer
2136,10-02-2015,whole milk
2137,19-01-2014,UHT-milk
2137,19-01-2014,hard cheese
2137,25-04-2014,canned vegetables
2137,25-04-2014,napkins
2138,01-04-2014,seasonal products
2138,01-04-2014,white bread
2138,01-10-2014,bottled water
2138,01-10-2014,whisky
2138,03-11-2014,brown bread
2138,03-11-2014,soda
2138,03-11-2014,yogurt
2138,04-03-2015,pip fruit
2138,04-03-2015,root vegetables
2138,04-03-2015,shopping bags
2138,04-03-2015,white wine
2138,12-12-2014,chocolate
2138,12-12-2014,rolls/buns
2138,13-05-2014,canned beer
2138,13-05-2014,curd
2138,13-05-2014,whole milk
2138,18-02-2014,long life bakery product
2138,18-02-2014,pip fruit
2139,02-03-2014,butter milk
2139,02-03-2014,other vegetables
2139,03-07-2014,chewing gum
2139,03-07-2014,instant coffee
2139,10-02-2014,margarine
2139,10-02-2014,other vegetables
2139,13-04-2014,margarine
2139,13-04-2014,soda
2139,16-04-2015,citrus fruit
2139,16-04-2015,frankfurter
2139,16-04-2015,frozen vegetables
2139,16-04-2015,yogurt
2140,06-10-2014,bottled beer
2140,06-10-2014,whole milk
2140,28-09-2015,onions
2140,28-09-2015,root vegetables
2140,30-12-2015,other vegetables
2140,30-12-2015,sausage
2141,08-03-2015,citrus fruit
2141,08-03-2015,whole milk
2141,21-02-2014,yogurt
2141,21-02-2014,yogurt
2141,23-02-2014,potato products
2141,23-02-2014,yogurt
2141,24-04-2014,butter
2141,24-04-2014,rolls/buns
2141,24-04-2014,sugar
2142,19-05-2015,UHT-milk
2142,19-05-2015,pork
2142,19-05-2015,specialty bar
2142,19-05-2015,yogurt
2142,23-05-2014,bottled water
2142,23-05-2014,seasonal products
2142,25-06-2015,chocolate
2142,25-06-2015,curd
2142,25-06-2015,hard cheese
2142,25-06-2015,liver loaf
2142,25-06-2015,mayonnaise
2142,25-06-2015,pip fruit
2142,25-06-2015,rolls/buns
2142,25-06-2015,root vegetables
2142,25-06-2015,root vegetables
2142,25-10-2014,frozen vegetables
2142,25-10-2014,tropical fruit
2142,27-08-2014,Instant food products
2142,27-08-2014,waffles
2143,12-02-2015,onions
2143,12-02-2015,soda
2143,17-12-2014,frozen vegetables
2143,17-12-2014,yogurt
2143,25-07-2015,canned beer
2143,25-07-2015,pet care
2143,25-07-2015,tropical fruit
2144,02-10-2014,curd
2144,02-10-2014,yogurt
2144,05-01-2015,onions
2144,05-01-2015,other vegetables
2144,13-05-2014,pork
2144,13-05-2014,specialty bar
2144,13-07-2014,pork
2144,13-07-2014,sweet spreads
2144,22-02-2014,beef
2144,22-02-2014,pasta
2145,12-12-2015,chewing gum
2145,12-12-2015,coffee
2145,12-12-2015,whole milk
2145,21-01-2015,onions
2145,21-01-2015,soda
2146,20-06-2015,berries
2146,20-06-2015,newspapers
2146,22-10-2014,organic products
2146,22-10-2014,whole milk
2146,30-05-2014,bottled water
2146,30-05-2014,sausage
2147,02-05-2014,chocolate
2147,02-05-2014,soda
2147,12-11-2015,brown bread
2147,12-11-2015,waffles
2147,15-09-2014,brown bread
2147,15-09-2014,canned vegetables
2147,15-09-2014,salty snack
2147,24-04-2014,popcorn
2147,24-04-2014,tropical fruit
2148,06-12-2014,citrus fruit
2148,06-12-2014,whole milk
2148,13-01-2014,canned beer
2148,13-01-2014,soda
2148,19-07-2015,hard cheese
2148,19-07-2015,newspapers
2148,20-11-2014,domestic eggs
2148,20-11-2014,tropical fruit
2148,25-01-2014,cream cheese 
2148,25-01-2014,soda
2149,13-07-2014,bathroom cleaner
2149,13-07-2014,whole milk
2149,16-08-2014,hamburger meat
2149,16-08-2014,sugar
2149,21-03-2014,butter milk
2149,21-03-2014,long life bakery product
2149,21-03-2014,other vegetables
2149,23-05-2015,salty snack
2149,23-05-2015,softener
2151,03-08-2015,margarine
2151,03-08-2015,rolls/buns
2151,03-08-2015,soda
2151,11-04-2014,shopping bags
2151,11-04-2014,tropical fruit
2151,15-08-2014,berries
2151,15-08-2014,pip fruit
2151,16-07-2015,beef
2151,16-07-2015,other vegetables
2151,29-09-2015,napkins
2151,29-09-2015,pork
2152,03-02-2014,other vegetables
2152,03-02-2014,other vegetables
2152,03-02-2014,waffles
2152,03-09-2015,chicken
2152,03-09-2015,whisky
2152,07-09-2014,flour
2152,07-09-2014,whipped/sour cream
2152,23-07-2015,butter
2152,23-07-2015,fruit/vegetable juice
2152,23-11-2014,bottled water
2152,23-11-2014,soda
2152,23-11-2014,whole milk
2153,14-02-2014,shopping bags
2153,14-02-2014,soda
2153,14-12-2014,chewing gum
2153,14-12-2014,domestic eggs
2154,10-11-2014,soda
2154,10-11-2014,yogurt
2154,14-08-2014,onions
2154,14-08-2014,whole milk
2154,15-03-2015,cream cheese 
2154,15-03-2015,whole milk
2154,24-09-2014,chocolate
2154,24-09-2014,soda
2154,31-05-2014,bottled beer
2154,31-05-2014,hygiene articles
2154,31-05-2014,pastry
2155,03-06-2014,pip fruit
2155,03-06-2014,soda
2155,11-11-2014,frozen vegetables
2155,11-11-2014,salad dressing
2155,17-08-2014,candles
2155,17-08-2014,whole milk
2155,31-10-2014,condensed milk
2155,31-10-2014,salty snack
2156,07-08-2015,bottled water
2156,07-08-2015,pip fruit
2156,07-08-2015,sausage
2156,08-05-2014,domestic eggs
2156,08-05-2014,rolls/buns
2156,15-02-2014,chocolate
2156,15-02-2014,soda
2156,15-05-2015,newspapers
2156,15-05-2015,whole milk
2157,02-06-2014,chocolate marshmallow
2157,02-06-2014,dishes
2157,02-06-2014,grapes
2157,14-07-2015,beverages
2157,14-07-2015,candy
2157,14-07-2015,meat
2157,14-07-2015,newspapers
2157,26-06-2014,beef
2157,26-06-2014,canned beer
2157,29-10-2015,fish
2157,29-10-2015,meat
2158,01-08-2015,fruit/vegetable juice
2158,01-08-2015,ham
2158,01-08-2015,misc. beverages
2158,01-08-2015,pickled vegetables
2158,01-08-2015,rolls/buns
2158,01-08-2015,sliced cheese
2158,01-08-2015,whole milk
2158,01-08-2015,whole milk
2158,23-06-2014,brown bread
2158,23-06-2014,newspapers
2158,23-06-2014,pot plants
2159,08-10-2014,pot plants
2159,08-10-2014,shopping bags
2159,08-10-2014,sugar
2159,08-10-2014,tropical fruit
2159,17-07-2015,ham
2159,17-07-2015,white bread
2159,30-04-2015,female sanitary products
2159,30-04-2015,rolls/buns
2160,06-10-2015,bottled beer
2160,06-10-2015,dishes
2160,07-11-2014,white bread
2160,07-11-2014,whole milk
2160,15-01-2014,margarine
2160,15-01-2014,rolls/buns
2160,19-05-2014,beverages
2160,19-05-2014,butter milk
2160,28-06-2014,butter
2160,28-06-2014,specialty chocolate
2160,30-07-2014,margarine
2160,30-07-2014,shopping bags
2161,04-05-2014,shopping bags
2161,04-05-2014,soda
2161,24-09-2014,margarine
2161,24-09-2014,root vegetables
2162,19-06-2015,cat food
2162,19-06-2015,curd
2162,19-06-2015,pot plants
2162,19-06-2015,soft cheese
2162,19-06-2015,soft cheese
2162,19-06-2015,tropical fruit
2162,24-03-2014,cream cheese 
2162,24-03-2014,whipped/sour cream
2162,25-05-2014,dog food
2162,25-05-2014,whole milk
2164,05-02-2014,ice cream
2164,05-02-2014,whole milk
2164,08-10-2015,bottled water
2164,08-10-2015,coffee
2164,08-10-2015,misc. beverages
2164,08-10-2015,other vegetables
2164,16-06-2014,UHT-milk
2164,16-06-2014,cream cheese 
2164,19-03-2015,fruit/vegetable juice
2164,19-03-2015,rolls/buns
2164,19-03-2015,semi-finished bread
2164,19-11-2014,bottled beer
2164,19-11-2014,whole milk
2164,24-11-2015,brown bread
2164,24-11-2015,butter milk
2164,24-11-2015,curd
2164,24-11-2015,pasta
2164,24-11-2015,rolls/buns
2164,24-11-2015,whole milk
2164,27-10-2014,spices
2164,27-10-2014,tropical fruit
2164,30-09-2014,pork
2164,30-09-2014,sugar
2164,31-01-2014,curd cheese
2164,31-01-2014,pip fruit
2165,06-09-2015,citrus fruit
2165,06-09-2015,yogurt
2165,17-06-2015,pastry
2165,17-06-2015,soda
2165,27-04-2015,chicken
2165,27-04-2015,coffee
2165,27-09-2014,bottled beer
2165,27-09-2014,bottled beer
2165,27-10-2014,oil
2165,27-10-2014,root vegetables
2165,28-01-2015,other vegetables
2165,28-01-2015,soda
2166,04-05-2014,red/blush wine
2166,04-05-2014,tropical fruit
2166,07-03-2014,other vegetables
2166,07-03-2014,root vegetables
2166,10-12-2015,other vegetables
2166,10-12-2015,sausage
2166,10-12-2015,waffles
2166,11-10-2014,bottled water
2166,11-10-2014,brown bread
2166,12-03-2015,rolls/buns
2166,12-03-2015,sauces
2166,12-03-2015,soda
2166,12-03-2015,whipped/sour cream
2166,14-07-2014,canned fish
2166,14-07-2014,cream cheese 
2167,08-12-2015,newspapers
2167,08-12-2015,whole milk
2167,14-03-2015,citrus fruit
2167,14-03-2015,soda
2167,18-10-2015,liquor
2167,18-10-2015,mayonnaise
2167,18-10-2015,tropical fruit
2167,29-05-2015,pork
2167,29-05-2015,specialty chocolate
2168,06-10-2014,butter
2168,06-10-2014,fruit/vegetable juice
2168,07-02-2014,domestic eggs
2168,07-02-2014,grapes
2168,25-11-2015,bottled beer
2168,25-11-2015,rolls/buns
2168,25-11-2015,waffles
2169,01-11-2015,detergent
2169,01-11-2015,salty snack
2169,05-02-2014,citrus fruit
2169,05-02-2014,long life bakery product
2169,20-09-2015,meat
2169,20-09-2015,rum
2169,21-10-2015,citrus fruit
2169,21-10-2015,whole milk
2169,25-06-2014,bottled beer
2169,25-06-2014,pickled vegetables
2169,25-06-2014,tropical fruit
2170,10-02-2015,bottled beer
2170,10-02-2015,citrus fruit
2170,10-02-2015,frozen potato products
2170,10-02-2015,fruit/vegetable juice
2170,10-02-2015,sauces
2170,10-02-2015,sugar
2170,18-06-2015,canned beer
2170,18-06-2015,ham
2170,24-02-2014,fish
2170,24-02-2014,root vegetables
2171,02-08-2015,curd
2171,02-08-2015,sausage
2171,03-09-2015,bottled beer
2171,03-09-2015,hamburger meat
2171,03-09-2015,long life bakery product
2171,03-09-2015,margarine
2171,03-09-2015,soft cheese
2171,03-09-2015,whole milk
2171,19-06-2015,frankfurter
2171,19-06-2015,meat
2171,19-06-2015,pip fruit
2171,19-06-2015,roll products 
2171,22-04-2015,beef
2171,22-04-2015,ice cream
2171,28-07-2015,butter
2171,28-07-2015,citrus fruit
2171,31-03-2015,rolls/buns
2171,31-03-2015,rolls/buns
2172,02-03-2015,citrus fruit
2172,02-03-2015,specialty chocolate
2172,02-03-2015,sugar
2172,21-06-2014,berries
2172,21-06-2014,yogurt
2173,11-08-2015,chicken
2173,11-08-2015,long life bakery product
2173,15-12-2014,other vegetables
2173,15-12-2014,pastry
2174,05-01-2014,bottled water
2174,05-01-2014,brown bread
2174,05-01-2014,domestic eggs
2174,18-09-2014,cereals
2174,18-09-2014,rolls/buns
2174,31-07-2014,frozen vegetables
2174,31-07-2014,other vegetables
2175,02-11-2014,butter
2175,02-11-2014,turkey
2175,02-11-2014,whipped/sour cream
2175,06-03-2015,other vegetables
2175,06-03-2015,sliced cheese
2175,16-08-2014,male cosmetics
2175,16-08-2014,soda
2175,17-03-2014,rolls/buns
2175,17-03-2014,soft cheese
2175,23-05-2014,frozen fish
2175,23-05-2014,pastry
2175,26-12-2014,chicken
2175,26-12-2014,shopping bags
2176,04-02-2015,frankfurter
2176,04-02-2015,long life bakery product
2176,04-02-2015,pastry
2176,04-02-2015,whipped/sour cream
2176,06-08-2015,brown bread
2176,06-08-2015,whole milk
2176,08-08-2015,frozen meals
2176,08-08-2015,onions
2176,14-05-2014,bottled water
2176,14-05-2014,butter
2176,14-05-2014,pip fruit
2176,27-09-2014,hard cheese
2176,27-09-2014,rolls/buns
2177,02-10-2014,domestic eggs
2177,02-10-2014,female sanitary products
2177,19-08-2014,coffee
2177,19-08-2014,soups
2177,29-06-2014,salty snack
2177,29-06-2014,yogurt
2178,03-05-2015,beef
2178,03-05-2015,salty snack
2178,03-05-2015,sausage
2178,11-10-2014,beef
2178,11-10-2014,male cosmetics
2178,14-04-2014,chicken
2178,14-04-2014,root vegetables
2178,20-12-2015,female sanitary products
2178,20-12-2015,frankfurter
2178,26-01-2014,beef
2178,26-01-2014,salt
2179,16-04-2015,coffee
2179,16-04-2015,cream cheese 
2179,16-04-2015,dessert
2179,16-04-2015,whole milk
2180,18-12-2014,butter
2180,18-12-2014,other vegetables
2180,27-09-2014,butter
2180,27-09-2014,other vegetables
2180,27-09-2014,waffles
2181,05-04-2014,bottled water
2181,05-04-2014,soda
2181,23-06-2015,male cosmetics
2181,23-06-2015,pastry
2181,23-06-2015,roll products 
2181,29-04-2014,UHT-milk
2181,29-04-2014,frankfurter
2183,07-06-2014,other vegetables
2183,07-06-2014,vinegar
2183,13-07-2014,domestic eggs
2183,13-07-2014,frankfurter
2183,13-07-2014,frozen dessert
2183,29-12-2014,whipped/sour cream
2183,29-12-2014,yogurt
2184,07-12-2015,beverages
2184,07-12-2015,ham
2184,07-12-2015,margarine
2184,09-06-2015,ham
2184,09-06-2015,misc. beverages
2184,11-05-2015,curd
2184,11-05-2015,pork
2184,18-12-2014,onions
2184,18-12-2014,soda
2184,19-05-2014,shopping bags
2184,19-05-2014,whole milk
2184,19-09-2015,bottled beer
2184,19-09-2015,oil
2184,19-09-2015,yogurt
2184,23-01-2015,frankfurter
2184,23-01-2015,other vegetables
2184,23-01-2015,rolls/buns
2184,23-01-2015,rolls/buns
2184,23-01-2015,soda
2184,30-06-2015,beef
2184,30-06-2015,butter
2184,30-06-2015,margarine
2184,30-06-2015,popcorn
2184,30-06-2015,pork
2185,01-04-2014,flour
2185,01-04-2014,rolls/buns
2185,04-09-2014,cream cheese 
2185,04-09-2014,other vegetables
2185,11-10-2015,canned beer
2185,11-10-2015,chicken
2185,11-10-2015,ham
2185,11-10-2015,napkins
2185,11-10-2015,other vegetables
2185,25-05-2014,citrus fruit
2185,25-05-2014,other vegetables
2186,01-07-2015,brown bread
2186,01-07-2015,citrus fruit
2186,01-07-2015,domestic eggs
2186,01-07-2015,frankfurter
2186,01-07-2015,other vegetables
2186,01-07-2015,other vegetables
2186,01-07-2015,sugar
2186,01-07-2015,whole milk
2186,01-07-2015,zwieback
2186,01-09-2015,soda
2186,01-09-2015,whipped/sour cream
2186,02-04-2015,canned beer
2186,02-04-2015,sausage
2186,12-04-2014,soda
2186,12-04-2014,tropical fruit
2186,12-04-2014,whipped/sour cream
2186,14-02-2015,sausage
2186,14-02-2015,soda
2186,19-06-2014,bottled water
2186,19-06-2014,whole milk
2187,16-08-2015,sugar
2187,16-08-2015,whole milk
2187,22-08-2014,beverages
2187,22-08-2014,newspapers
2187,26-12-2014,domestic eggs
2187,26-12-2014,specialty bar
2188,08-10-2014,dessert
2188,08-10-2014,whole milk
2188,15-08-2015,fruit/vegetable juice
2188,15-08-2015,salty snack
2188,28-07-2015,dishes
2188,28-07-2015,hamburger meat
2188,28-07-2015,pip fruit
2188,28-07-2015,rolls/buns
2188,28-11-2015,bottled beer
2188,28-11-2015,rolls/buns
2190,11-10-2015,bottled water
2190,11-10-2015,citrus fruit
2190,11-10-2015,napkins
2190,14-05-2015,rolls/buns
2190,14-05-2015,root vegetables
2190,14-05-2015,tropical fruit
2191,10-11-2015,misc. beverages
2191,10-11-2015,specialty cheese
2191,19-10-2015,beef
2191,19-10-2015,root vegetables
2191,22-10-2014,dessert
2191,22-10-2014,red/blush wine
2191,25-10-2015,butter milk
2191,25-10-2015,pip fruit
2191,25-10-2015,whole milk
2191,25-10-2015,yogurt
2192,10-02-2015,frankfurter
2192,10-02-2015,soda
2192,21-11-2014,margarine
2192,21-11-2014,rolls/buns
2192,21-11-2014,seasonal products
2193,03-09-2015,hamburger meat
2193,03-09-2015,soda
2193,05-01-2014,bottled beer
2193,05-01-2014,whole milk
2193,07-01-2015,liquor (appetizer)
2193,07-01-2015,pastry
2193,07-01-2015,sliced cheese
2193,08-04-2015,cream cheese 
2193,08-04-2015,root vegetables
2193,08-10-2014,onions
2193,08-10-2014,waffles
2193,11-09-2014,cling film/bags
2193,11-09-2014,pip fruit
2193,12-04-2014,beef
2193,12-04-2014,dessert
2193,14-04-2015,beef
2193,14-04-2015,bottled beer
2193,14-04-2015,specialty chocolate
2193,14-04-2015,whole milk
2193,14-04-2015,yogurt
2193,23-10-2014,pastry
2193,23-10-2014,specialty bar
2193,26-11-2014,candy
2193,26-11-2014,chocolate
2193,26-11-2014,root vegetables
2193,30-09-2015,citrus fruit
2193,30-09-2015,whole milk
2194,05-06-2015,canned beer
2194,05-06-2015,red/blush wine
2194,05-06-2015,salty snack
2194,06-06-2014,beef
2194,06-06-2014,frozen vegetables
2194,06-06-2014,soda
2194,06-06-2014,whole milk
2194,09-01-2015,UHT-milk
2194,09-01-2015,dessert
2194,09-01-2015,napkins
2194,09-01-2015,soda
2194,09-09-2014,hygiene articles
2194,09-09-2014,shopping bags
2194,11-01-2015,other vegetables
2194,11-01-2015,pip fruit
2195,08-03-2014,canned beer
2195,08-03-2014,sliced cheese
2195,10-07-2015,canned fish
2195,10-07-2015,tropical fruit
2195,19-09-2014,other vegetables
2195,19-09-2014,shopping bags
2195,24-04-2014,margarine
2195,24-04-2014,misc. beverages
2196,09-10-2015,house keeping products
2196,09-10-2015,meat
2196,12-02-2014,candy
2196,12-02-2014,curd
2196,12-02-2014,whole milk
2196,12-02-2014,yogurt
2196,23-08-2015,bottled water
2196,23-08-2015,other vegetables
2196,23-08-2015,soda
2196,23-08-2015,tropical fruit
2196,25-03-2014,flour
2196,25-03-2014,whole milk
2196,28-06-2014,beef
2196,28-06-2014,sliced cheese
2197,06-07-2014,long life bakery product
2197,06-07-2014,onions
2198,10-08-2014,chicken
2198,10-08-2014,cream
2199,02-06-2014,citrus fruit
2199,02-06-2014,rolls/buns
2199,30-01-2014,coffee
2199,30-01-2014,rolls/buns
2200,08-03-2015,chicken
2200,08-03-2015,citrus fruit
2200,08-03-2015,sugar
2200,10-10-2015,fruit/vegetable juice
2200,10-10-2015,pork
2200,10-10-2015,soft cheese
2200,10-10-2015,white bread
2200,11-03-2015,berries
2200,11-03-2015,grapes
2200,11-03-2015,onions
2201,03-05-2015,butter milk
2201,03-05-2015,specialty chocolate
2201,04-02-2014,citrus fruit
2201,04-02-2014,other vegetables
2201,22-05-2015,bottled water
2201,22-05-2015,chocolate
2201,22-05-2015,curd
2201,22-05-2015,domestic eggs
2201,22-05-2015,frozen meals
2201,22-05-2015,hygiene articles
2201,22-05-2015,rolls/buns
2201,22-05-2015,sausage
2201,30-05-2014,ice cream
2201,30-05-2014,whole milk
2202,02-01-2014,coffee
2202,02-01-2014,sauces
2202,07-08-2015,newspapers
2202,07-08-2015,turkey
2202,07-08-2015,white wine
2202,24-06-2015,frankfurter
2202,24-06-2015,root vegetables
2202,28-02-2015,curd
2202,28-02-2015,pork
2202,28-05-2015,rolls/buns
2202,28-05-2015,tropical fruit
2202,28-09-2015,frozen meals
2202,28-09-2015,tidbits
2203,27-06-2015,onions
2203,27-06-2015,prosecco
2204,02-04-2014,bottled beer
2204,02-04-2014,other vegetables
2204,09-10-2014,brown bread
2204,09-10-2014,long life bakery product
2204,09-10-2014,popcorn
2204,13-06-2014,chicken
2204,13-06-2014,sliced cheese
2204,16-07-2015,bottled beer
2204,16-07-2015,detergent
2204,16-07-2015,pork
2204,27-09-2015,liquor (appetizer)
2204,27-09-2015,soda
2205,07-03-2015,citrus fruit
2205,07-03-2015,pastry
2205,07-03-2015,rolls/buns
2205,07-03-2015,whipped/sour cream
2205,07-03-2015,whole milk
2205,28-10-2014,hamburger meat
2205,28-10-2014,soda
2205,28-10-2014,tropical fruit
2206,17-10-2015,ham
2206,17-10-2015,rolls/buns
2206,21-03-2015,citrus fruit
2206,21-03-2015,herbs
2206,21-03-2015,pudding powder
2206,24-06-2014,canned beer
2206,24-06-2014,frozen vegetables
2207,03-12-2014,coffee
2207,03-12-2014,onions
2207,08-02-2014,dog food
2207,08-02-2014,pastry
2207,08-04-2015,cream cheese 
2207,08-04-2015,frankfurter
2207,09-04-2014,pip fruit
2207,09-04-2014,rolls/buns
2208,30-07-2015,cake bar
2208,30-07-2015,coffee
2208,30-07-2015,curd
2208,30-07-2015,frankfurter
2208,30-07-2015,hamburger meat
2208,30-07-2015,pork
2208,30-07-2015,root vegetables
2208,30-07-2015,soda
2209,03-10-2015,bottled beer
2209,03-10-2015,butter
2209,03-10-2015,other vegetables
2209,16-12-2014,root vegetables
2209,16-12-2014,whole milk
2209,20-04-2015,bottled beer
2209,20-04-2015,other vegetables
2209,20-04-2015,rolls/buns
2209,20-07-2015,cat food
2209,20-07-2015,onions
2209,20-07-2015,tidbits
2209,20-07-2015,tropical fruit
2209,25-08-2014,napkins
2209,25-08-2014,photo/film
2210,07-09-2015,rolls/buns
2210,07-09-2015,sausage
2210,09-07-2015,fruit/vegetable juice
2210,09-07-2015,hamburger meat
2210,09-07-2015,pork
2210,09-07-2015,whole milk
2210,09-07-2015,whole milk
2210,13-01-2015,dishes
2210,13-01-2015,frankfurter
2210,13-01-2015,rice
2210,13-01-2015,specialty bar
2210,13-01-2015,whole milk
2210,25-09-2015,domestic eggs
2210,25-09-2015,pork
2210,25-09-2015,sweet spreads
2210,25-09-2015,whole milk
2210,30-12-2014,beef
2210,30-12-2014,curd
2210,30-12-2014,napkins
2211,01-01-2015,butter
2211,01-01-2015,pastry
2211,22-09-2015,canned beer
2211,22-09-2015,processed cheese
2211,22-09-2015,whole milk
2211,29-11-2015,newspapers
2211,29-11-2015,other vegetables
2211,31-03-2015,canned beer
2211,31-03-2015,canned beer
2211,31-03-2015,dessert
2211,31-03-2015,flour
2211,31-03-2015,meat spreads
2211,31-03-2015,packaged fruit/vegetables
2212,08-06-2014,butter
2212,08-06-2014,soda
2212,16-04-2015,citrus fruit
2212,16-04-2015,pastry
2212,16-04-2015,salt
2212,22-09-2015,curd
2212,22-09-2015,other vegetables
2212,27-08-2015,dessert
2212,27-08-2015,hamburger meat
2212,27-08-2015,newspapers
2212,28-10-2015,bottled water
2212,28-10-2015,butter milk
2213,25-08-2014,white bread
2213,25-08-2014,yogurt
2214,19-01-2015,butter milk
